,system,ligand,replica,simulation_mbar_espaloma-0.3.1,simulation_mbar_gaff-2.11,simulation_mbar_openff-2.0.0,sample,simulation_dg-c2-gb_espaloma-0.3.1,simulation_dg-c2-gb_gaff-2.11,simulation_dg-c2-gb_openff-2.0.0,simulation_dg-c2-pb_espaloma-0.3.1,simulation_dg-c2-pb_gaff-2.11,simulation_dg-c2-pb_openff-2.0.0,simulation_dg-ie-gb_espaloma-0.3.1,simulation_dg-ie-gb_gaff-2.11,simulation_dg-ie-gb_openff-2.0.0,simulation_dg-ie-pb_espaloma-0.3.1,simulation_dg-ie-pb_gaff-2.11,simulation_dg-ie-pb_openff-2.0.0,simulation_dh-gb_espaloma-0.3.1,simulation_dh-gb_gaff-2.11,simulation_dh-gb_openff-2.0.0,simulation_dh-pb_espaloma-0.3.1,simulation_dh-pb_gaff-2.11,simulation_dh-pb_openff-2.0.0,exp_dG,exp_dG_error,exp_Chen2023,simulation_Chen2023-RBFEP,simulation_Chen2023,simulation_Khalak2021,error_Khalak2021,exp_Khalak2021,exp_error_Khalak2021,exp_Lin2021,simulation_Lin2021,error_Lin2021,exp_Alibay2022,simulation_Alibay2022,exp_Li2019,simulation_mbar_Li2019,simulation_mmpbsa_Li2019,simulation_mmgbsa_Li2019,simulation_Ries2024,error_Ries2024,simulation_Clark2024,error_Clark2024,simulation_Deflorian2020,error_Deflorian2020
716,CyclophilinD,ligand-16,3,,,,15,-29.03332644952362,-31.32331443428565,-38.41892845714308,-12.094509523809364,-14.326376190476122,-24.29176190476215,-58.023701449523614,-49.77626443428564,-49.87705345714309,-41.084884523809365,-32.77932619047612,-35.74988690476215,-68.00432644952362,-55.14251443428565,-56.61642845714309,-51.06550952380936,-38.14557619047612,-42.48926190476215,,,,,,,,,,,,,,,,,,,,,,,,
717,CyclophilinD,ligand-16,3,,,,16,-46.33002953523776,-35.00640431238065,-36.35346088380959,-29.70164285714257,-19.039461904761595,-22.36159047619055,-61.21287953523776,-48.14060431238065,-49.62768588380959,-44.58449285714257,-32.173661904761595,-35.63581547619055,-66.67662953523775,-56.25810431238065,-57.05206088380959,-50.04824285714257,-40.2911619047616,-43.06019047619055,,,,,,,,,,,,,,,,,,,,,,,,
718,CyclophilinD,ligand-16,3,,,,17,1.2723386019048206,-26.439993622857283,-22.169440110476344,18.796785714285768,-9.239404761904948,-8.511542857142985,-52.18431139809518,-48.13126862285728,-51.07886511047634,-34.659864285714235,-30.930679761904948,-37.42096785714298,-63.33056139809519,-56.036893622857285,-57.89324011047634,-45.80611428571424,-38.83630476190495,-44.23534285714298,,,,,,,,,,,,,,,,,,,,,,,,
719,CyclophilinD,ligand-16,3,,,,18,-16.33290108190493,-23.949777382857025,-28.656202830476143,0.1578857142855554,-7.288866666666539,-17.192319047619012,-56.44230108190493,-44.45490238285703,-46.64237783047614,-39.95151428571444,-27.793991666666543,-35.17849404761901,-67.47730108190493,-52.33177738285703,-56.22050283047614,-50.98651428571444,-35.67086666666654,-44.75661904761901,,,,,,,,,,,,,,,,,,,,,,,,
720,CyclophilinD,ligand-16,3,,,,19,-46.86473115428562,-31.691106102857237,-2.9342551771431857,-29.95305238095233,-14.718566666666751,11.882485714285464,-64.86428115428562,-45.56393110285723,-52.27073017714319,-47.95260238095233,-28.591391666666752,-37.45398928571454,-67.26803115428562,-54.81330610285723,-58.00135517714319,-50.35635238095233,-37.84076666666675,-43.18461428571454,,,,,,,,,,,,,,,,,,,,,,,,
721,CyclophilinD,ligand-16,3,,,,20,-50.74389280761912,37.52884663238102,-26.22034988952372,-34.20705238095245,54.26916666666675,-13.61880952380941,-65.63731780761911,-37.51655336761898,-50.59564988952371,-49.10047738095245,-20.77623333333325,-37.994109523809406,-70.22419280761912,-50.79905336761898,-55.92064988952372,-53.68735238095245,-34.05873333333325,-43.31910952380941,,,,,,,,,,,,,,,,,,,,,,,,
722,CyclophilinD,ligand-16,4,-13.766906099975413,-6.6437200313685025,-9.765226162633827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.42,-10.57,,,,,,,,,,
723,CyclophilinD,ligand-16,5,-12.579672862455526,-10.534235301005346,-10.339904429098988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.42,-10.2,,,,,,,,,,
724,CyclophilinD,ligand-2,1,-14.131847137480445,-8.788031606159803,-12.045818780073054,1,15.825770186666643,-15.663007074285488,-1.4728825333334044,24.71348571428572,-3.065933333333114,13.887780952380822,-40.34162981333336,-31.43188207428549,-37.6184575333334,-31.45391428571428,-18.834808333333115,-22.25779404761917,-40.89162981333335,-38.32500707428549,-46.3790825333334,-32.00391428571428,-25.727933333333112,-31.018419047619176,-9.06,0.0,,,,,,,,,,,-9.06,-8.33,,,,,-8.41,1.91,-10.56,1.06,,
725,CyclophilinD,ligand-2,1,,,,2,-11.21069070095244,-16.82332943619043,1.109014095237974,-2.070857142857186,-4.4519523809523385,11.39582380952367,-33.74239070095244,-31.09430443619043,-34.121460904762024,-24.602557142857187,-18.72292738095234,-23.83465119047633,-44.26739070095244,-35.18492943619043,-43.057085904762026,-35.127557142857185,-22.813552380952338,-32.77027619047633,,,,,,,,,,,,,,,,,,,,,,,,
726,CyclophilinD,ligand-2,1,,,,3,-21.58261833904748,33.58441191619039,-11.91454574476186,-13.114123809523662,47.26951428571422,-2.3027380952380696,-38.29839333904748,-30.60563808380961,-36.58857074476186,-29.829898809523662,-16.920535714285776,-26.97676309523807,-42.83151833904748,-38.91688808380961,-44.16544574476186,-34.36302380952366,-25.231785714285778,-34.55363809523807,,,,,,,,,,,,,,,,,,,,,,,,
727,CyclophilinD,ligand-2,1,,,,4,0.1212567276191975,-11.074559188571346,-21.296185074285617,10.085580952381092,4.354509523809647,-9.228957142857006,-34.2784432723808,-28.758709188571345,-43.80923507428562,-24.314119047618902,-13.329640476190354,-31.742007142857005,-41.2534432723808,-36.70245918857135,-46.02798507428562,-31.289119047618904,-21.273390476190357,-33.960757142857005,,,,,,,,,,,,,,,,,,,,,,,,
728,CyclophilinD,ligand-2,1,,,,5,-5.40199072380986,-21.565740041904828,10.23692766476217,4.130404761904423,-6.264395238095325,19.566542857143126,-36.58821572380986,-31.103290041904827,-31.013422335237827,-27.055820238095578,-15.801945238095326,-21.68380714285687,-42.08009072380986,-37.99204004190483,-43.42717233523783,-32.54769523809558,-22.690695238095326,-34.09755714285687,,,,,,,,,,,,,,,,,,,,,,,,
729,CyclophilinD,ligand-2,1,,,,6,0.8050832076188144,-16.98318225142832,-23.308537840000067,11.067961904761615,-0.5667047619044858,-11.708804761904862,-38.36221679238118,-36.56493225142832,-41.85788784000007,-28.099338095238384,-20.148454761904485,-30.258154761904866,-45.75721679238119,-39.35118225142832,-47.39663784000007,-35.49433809523838,-22.934704761904484,-35.79690476190486,,,,,,,,,,,,,,,,,,,,,,,,
730,CyclophilinD,ligand-2,1,,,,7,20.26460210666652,-21.4324225066666,-22.74255605333303,28.911185714285573,-8.7050761904761,-11.786371428571169,-34.56712289333349,-29.1458725066666,-36.47455605333303,-25.92053928571443,-16.4185261904761,-25.518371428571168,-42.65649789333349,-33.5046225066666,-45.17455605333303,-34.00991428571443,-20.7772761904761,-34.21837142857117,,,,,,,,,,,,,,,,,,,,,,,,
731,CyclophilinD,ligand-2,1,,,,8,-1.8447412761907456,1.2399452380952385,-13.54031086095236,5.620890476190205,15.245052380952352,0.7195000000000391,-29.428891276190747,-34.568979761904764,-41.39638586095237,-21.9632595238098,-20.563872619047647,-27.13657499999996,-43.812641276190746,-39.16585476190476,-46.87701086095236,-36.3470095238098,-25.160747619047648,-32.61719999999996,,,,,,,,,,,,,,,,,,,,,,,,
732,CyclophilinD,ligand-2,1,,,,9,-12.27941955809533,35.15186737904757,-21.891925043809533,-3.516280952381056,47.61946190476187,-5.093052380952347,-38.32011955809533,-15.09668262095243,-42.31697504380953,-29.556980952381053,-2.629088095238133,-25.518102380952342,-44.21761955809533,-30.16543262095243,-49.74322504380953,-35.454480952381054,-17.697838095238133,-32.944352380952346,,,,,,,,,,,,,,,,,,,,,,,,
733,CyclophilinD,ligand-2,1,,,,10,-3.5231566361904925,-24.033960259047653,5.2792216419047335,4.985438095238102,-5.874171428571463,22.747861904761887,-33.223781636190495,-34.78908525904765,-34.41927835809527,-24.7151869047619,-16.629296428571465,-16.950638095238112,-43.41315663619049,-38.93596025904765,-46.104278358095264,-34.9045619047619,-20.776171428571462,-28.63563809523811,,,,,,,,,,,,,,,,,,,,,,,,
734,CyclophilinD,ligand-2,1,,,,11,-4.750459207618896,-24.578956979047742,-34.764690742857084,3.509071428571538,-7.960428571428704,-17.073090476190387,-36.490134207618894,-29.398156979047748,-46.64486574285708,-28.23060357142846,-12.779628571428704,-28.953265476190385,-42.85825920761889,-37.79065697904775,-50.63299074285708,-34.59872857142846,-21.172128571428704,-32.941390476190385,,,,,,,,,,,,,,,,,,,,,,,,
735,CyclophilinD,ligand-2,1,,,,12,-20.4464301600002,-22.856466380952657,-14.995530940952328,-11.069861904762124,-6.294457142857407,1.5400095238096192,-33.9873801600002,-33.71236638095266,-35.76088094095233,-24.610811904762127,-17.150357142857406,-19.225340476190382,-41.5311301600002,-40.567366380952656,-48.46713094095233,-32.154561904762126,-24.00535714285741,-31.931590476190383,,,,,,,,,,,,,,,,,,,,,,,,
736,CyclophilinD,ligand-2,1,,,,13,-12.185625348571424,-33.828336792380924,-13.339599367618966,-2.3648285714285926,-16.53715714285707,3.709585714285805,-34.91687534857142,-37.12533679238092,-36.16167436761897,-25.096078571428592,-19.83415714285707,-19.1124892857142,-43.033125348571424,-40.855336792380925,-48.40729936761897,-33.21232857142859,-23.56415714285707,-31.3581142857142,,,,,,,,,,,,,,,,,,,,,,,,
737,CyclophilinD,ligand-2,1,,,,14,1.1812256990475871,-32.88092694857157,3.652610499047661,11.265271428571424,-15.89401428571442,21.12761904761906,-39.63557430095241,-38.83720194857157,-34.63216450095234,-29.551528571428577,-21.850289285714418,-17.15715595238094,-45.99557430095241,-40.01532694857157,-47.88528950095234,-35.911528571428576,-23.02841428571442,-30.41028095238094,,,,,,,,,,,,,,,,,,,,,,,,
738,CyclophilinD,ligand-2,1,,,,15,3.6580416190475935,-11.291291683809687,-22.38464020952365,13.125909523809511,3.0055809523807824,-5.6818142857141325,-41.77030838095241,-33.97424168380969,-42.60514020952365,-32.30244047619049,-19.67736904761922,-25.902314285714137,-44.25405838095241,-40.33799168380969,-49.505140209523645,-34.78619047619049,-26.04111904761922,-32.80231428571413,,,,,,,,,,,,,,,,,,,,,,,,
739,CyclophilinD,ligand-2,1,,,,16,0.2602791771428698,-14.967839961904833,-27.359887836190136,11.344776190476216,1.1038333333332169,-10.135904761904456,-31.747045822857128,-37.321589961904834,-40.359537836190135,-20.66254880952378,-21.24991666666678,-23.13555476190446,-39.55392082285713,-43.64533996190483,-48.70078783619014,-28.469423809523786,-27.57366666666678,-31.476804761904457,,,,,,,,,,,,,,,,,,,,,,,,
740,CyclophilinD,ligand-2,1,,,,17,-0.8263826666668024,-26.40036584000013,-22.04712168380932,11.660576190476114,-9.22519047619062,-5.285390476190308,-30.4806076666668,-40.72379084000013,-40.91539668380932,-17.993648809523883,-23.54861547619062,-24.15366547619031,-44.2199826666668,-47.38566584000013,-48.35602168380932,-31.733023809523885,-30.210490476190618,-31.59429047619031,,,,,,,,,,,,,,,,,,,,,,,,
741,CyclophilinD,ligand-2,1,,,,18,-0.0046861028568727,-26.439013497142785,-24.40695921142849,13.102542857143142,-9.182080952380884,-11.83726190476184,-42.87743610285687,-42.61221349714278,-44.64673421142849,-29.77020714285685,-25.35528095238088,-32.07703690476184,-47.29868610285687,-47.344713497142784,-49.20235921142849,-34.191457142856855,-30.08778095238088,-36.63266190476184,,,,,,,,,,,,,,,,,,,,,,,,
742,CyclophilinD,ligand-2,1,,,,19,3.46533843809479,6.392419996190419,-33.05250250666681,15.804261904761477,21.278390476190435,-16.550576190476335,-31.207936561905207,-32.32208000380958,-42.280302506666814,-18.86901309523852,-17.43610952380957,-25.778376190476333,-40.69856156190521,-44.187080003809584,-48.96280250666681,-28.359638095238523,-29.30110952380957,-32.460876190476334,,,,,,,,,,,,,,,,,,,,,,,,
743,CyclophilinD,ligand-2,1,,,,20,-7.209675588571464,-17.2337527542857,-25.75320602285733,4.923657142857131,-2.050180952380959,-9.465061904762042,-37.90885058857146,-36.0377777542857,-41.567431022857335,-25.775517857142862,-20.85420595238096,-25.27928690476204,-45.05447558857146,-44.7171527542857,-47.426806022857335,-32.92114285714287,-29.53358095238096,-31.13866190476204,,,,,,,,,,,,,,,,,,,,,,,,
744,CyclophilinD,ligand-2,2,-11.975638809491556,-8.19818530400574,-11.441661772457795,1,-17.139935958095247,-19.84331273523778,-24.666246674285706,-6.0614095238095445,-8.791128571428308,-9.426285714285749,-34.42738595809524,-30.37183773523778,-36.713021674285706,-23.348859523809544,-19.319653571428308,-21.473060714285744,-39.853635958095246,-34.61121273523778,-41.386146674285705,-28.775109523809544,-23.559028571428307,-26.146185714285743,,,,,,,,,,,,,-9.06,-8.12,,,,,,,,,,
745,CyclophilinD,ligand-2,2,,,,2,-5.503806209523788,-22.595567710475933,-29.570937588571287,4.910809523809522,-12.5465571428569,-12.793442857142743,-32.75448120952379,-28.71839271047593,-38.173312588571285,-22.33986547619048,-18.6693821428569,-21.39581785714274,-38.95010620952379,-33.14026771047593,-41.461437588571286,-28.53549047619048,-23.0912571428569,-24.683942857142743,,,,,,,,,,,,,,,,,,,,,,,,
746,CyclophilinD,ligand-2,2,,,,3,-17.184092160000297,-23.1476870552383,-30.21501617142847,-6.444976190476453,-9.725371428571645,-13.80539523809508,-39.0983171600003,-29.7040620552383,-38.12896617142847,-28.35920119047645,-16.281746428571644,-21.71934523809508,-43.570192160000296,-33.7621870552383,-42.15521617142847,-32.83107619047645,-20.339871428571644,-25.74559523809508,,,,,,,,,,,,,,,,,,,,,,,,
747,CyclophilinD,ligand-2,2,,,,4,4.9051194819047055,-15.550103199999723,23.362170670476083,16.631680952380886,-1.2798523809521178,40.33333333333321,-26.882205518095297,-28.990553199999724,-34.35987932952391,-15.155644047619113,-14.720302380952118,-17.388716666666788,-39.98908051809529,-32.199303199999726,-44.63862932952392,-28.26251904761911,-17.92905238095212,-27.66746666666679,,,,,,,,,,,,,,,,,,,,,,,,
748,CyclophilinD,ligand-2,2,,,,5,-29.10312174476209,-21.49751480380949,-22.60300572571418,-17.222057142857338,-11.92587619047617,-5.1745952380951294,-40.04382174476209,-29.272514803809493,-39.09985572571418,-28.162757142857338,-19.70087619047617,-21.67144523809513,-45.61382174476209,-32.302514803809494,-42.04360572571418,-33.73275714285734,-22.73087619047617,-24.61519523809513,,,,,,,,,,,,,,,,,,,,,,,,
749,CyclophilinD,ligand-2,2,,,,6,-32.640608072380786,-24.228416838095164,-25.628381897143008,-18.611176190476037,-14.324133333333258,-10.67838571428584,-49.23498307238079,-31.466991838095165,-33.058331897143006,-35.20555119047603,-21.56270833333326,-18.10833571428584,-49.21560807238079,-34.072616838095165,-40.29958189714301,-35.18617619047603,-24.16833333333326,-25.34958571428584,,,,,,,,,,,,,,,,,,,,,,,,
750,CyclophilinD,ligand-2,2,,,,7,4.850109500952563,17.96053008761934,-16.656530521905,15.246228571428787,29.925233333333644,-2.277447619047852,-32.91426549904743,-39.42214491238066,-33.287655521905,-22.51814642857121,-27.45744166666636,-18.90857261904785,-44.49739049904744,-41.12276991238066,-41.669530521905,-34.10127142857121,-29.15806666666636,-27.290447619047853,,,,,,,,,,,,,,,,,,,,,,,,
751,CyclophilinD,ligand-2,2,,,,8,-7.291151211428648,-0.8044909104763462,-29.84586632761912,1.432909523809478,10.20988571428557,-12.029657142857252,-39.29297621142865,-29.44744091047635,-37.35496632761912,-30.56891547619052,-18.433064285714437,-19.538757142857257,-47.12485121142865,-43.90619091047635,-43.58996632761912,-38.40079047619052,-32.89181428571443,-25.773757142857253,,,,,,,,,,,,,,,,,,,,,,,,
752,CyclophilinD,ligand-2,2,,,,9,-10.05616111999982,-29.83762817904762,-30.422373984761855,2.889480952381166,-14.753600000000027,-14.903166666666609,-35.63478611999982,-40.89677817904762,-38.04037398476186,-22.68914404761884,-25.812750000000023,-22.52116666666661,-44.641661119999824,-47.79802817904762,-42.39037398476186,-31.69601904761884,-32.71400000000003,-26.871166666666607,,,,,,,,,,,,,,,,,,,,,,,,
753,CyclophilinD,ligand-2,2,,,,10,-24.466640518094877,-27.459925805714263,-37.43609649904743,-11.650009523809144,-11.907647619047626,-22.29632857142837,-40.53354051809488,-38.41757580571426,-37.42504649904743,-27.716909523809143,-22.865297619047627,-22.28527857142837,-45.36104051809488,-42.73882580571426,-41.97629649904743,-32.54440952380914,-27.186547619047627,-26.83652857142837,,,,,,,,,,,,,,,,,,,,,,,,
754,CyclophilinD,ligand-2,2,,,,11,-27.1993728190474,-21.383297257143088,-33.278260910475936,-17.30168571428546,-4.355842857143049,-16.328542857142583,-40.632197819047406,-36.99767225714309,-37.49986091047593,-30.73451071428546,-19.970217857143048,-20.550142857142585,-48.8315728190474,-47.16079725714309,-40.91236091047593,-38.93388571428546,-30.13334285714305,-23.962642857142583,,,,,,,,,,,,,,,,,,,,,,,,
755,CyclophilinD,ligand-2,2,,,,12,-29.1543785942856,-20.94847336000026,-22.74530791619054,-15.052161904761828,-5.18880952380978,-5.486876190476284,-43.2829035942856,-37.03442336000026,-34.69563291619054,-29.180686904761828,-21.27475952380978,-17.437201190476284,-47.2372785942856,-45.05817336000026,-39.88250791619054,-33.13506190476183,-29.29850952380978,-22.624076190476284,,,,,,,,,,,,,,,,,,,,,,,,
756,CyclophilinD,ligand-2,2,,,,13,-15.229159489523935,-24.668053340952387,-29.82145515809517,-3.8550714285715486,-8.304242857142853,-12.229633333333236,-36.18290948952394,-38.082678340952384,-40.19560515809517,-24.808821428571548,-21.71886785714285,-22.60378333333324,-44.261659489523936,-44.91705334095239,-43.37685515809517,-32.88757142857155,-28.55324285714285,-25.785033333333235,,,,,,,,,,,,,,,,,,,,,,,,
757,CyclophilinD,ligand-2,2,,,,14,-14.562694586666703,-19.055715653333383,14.152871390476314,-5.338571428571459,-3.125395238095283,29.743580952381063,-30.837894586666707,-39.36534065333338,-38.76217860952369,-21.61377142857146,-23.435020238095284,-23.17146904761893,-40.49539458666671,-45.84971565333338,-44.14092860952368,-31.27127142857146,-29.919395238095284,-28.55021904761893,,,,,,,,,,,,,,,,,,,,,,,,
758,CyclophilinD,ligand-2,2,,,,15,-3.483969409523908,-16.74802668190462,-27.23055956571391,7.157514285714157,-0.7479428571426716,-10.581319047618624,-35.80184440952391,-37.67992668190462,-36.75275956571391,-25.160360714285844,-21.67984285714268,-20.103519047618622,-46.47996940952391,-47.05242668190462,-41.82275956571391,-35.838485714285845,-31.052342857142676,-25.173519047618623,,,,,,,,,,,,,,,,,,,,,,,,
759,CyclophilinD,ligand-2,2,,,,16,-30.73954228952374,-30.798656937142702,-27.605716266666647,-21.767199999999903,-14.340642857142724,-11.365366666666665,-39.28469228952374,-40.5426819371427,-35.59809126666665,-30.312349999999903,-24.08466785714273,-19.357741666666666,-45.26844228952374,-44.869556937142704,-40.97621626666665,-36.2960999999999,-28.411542857142724,-24.735866666666663,,,,,,,,,,,,,,,,,,,,,,,,
760,CyclophilinD,ligand-2,2,,,,17,-19.02595735238112,-20.860422041904908,-26.53395410285723,-10.759528571428731,-4.991185714285859,-12.09559047619059,-36.50930735238112,-41.83082204190491,-35.61460410285723,-28.242878571428733,-25.96158571428586,-21.176240476190596,-45.41555735238112,-47.87082204190491,-42.90085410285723,-37.14912857142873,-32.00158571428586,-28.46249047619059,,,,,,,,,,,,,,,,,,,,,,,,
761,CyclophilinD,ligand-2,2,,,,18,-5.279654601904895,-4.8309629219046,-13.797904110476251,3.434180952380771,11.50380000000014,-0.8631666666667179,-34.849629601904894,-35.648187921904594,-34.94270411047626,-26.13579404761923,-19.313424999999857,-22.00796666666672,-42.332754601904895,-45.6675629219046,-40.90770411047625,-33.61891904761923,-29.332799999999857,-27.97296666666672,,,,,,,,,,,,,,,,,,,,,,,,
762,CyclophilinD,ligand-2,2,,,,19,-4.137909657142686,-26.7780460990474,-26.57058376761902,5.210085714285832,-10.69699999999978,-13.413657142857115,-39.45798465714269,-39.318171099047404,-36.12083376761902,-30.109989285714168,-23.23712499999978,-22.96390714285712,-45.906109657142686,-46.2275460990474,-40.60458376761902,-36.55811428571417,-30.14649999999978,-27.44765714285712,,,,,,,,,,,,,,,,,,,,,,,,
763,CyclophilinD,ligand-2,2,,,,20,-31.13801015238091,4.236432415238362,-24.41326233523803,-22.102866666666667,20.094842857143117,-7.924161904761853,-42.50273515238091,-30.41891758476164,-40.46898733523803,-33.467591666666664,-14.560507142856888,-23.97988690476185,-46.40461015238091,-43.40016758476164,-42.60336233523803,-37.36946666666667,-27.541757142856888,-26.11426190476185,,,,,,,,,,,,,,,,,,,,,,,,
764,CyclophilinD,ligand-2,3,-13.137518619546896,-8.885489359535436,-12.063199710720758,1,-32.27645396190488,5.808385740952275,-20.335104605714363,-16.78769047619062,18.114909523809445,-5.347385714285768,-38.03200396190488,-23.15488925904772,-40.61857960571436,-22.54324047619062,-10.848365476190551,-25.630860714285767,-42.24075396190488,-35.68551425904772,-46.98170460571436,-26.751990476190617,-23.378990476190552,-31.993985714285767,,,,,,,,,,,,,-9.06,-7.77,,,,,,,,,,
765,CyclophilinD,ligand-2,3,,,,2,-21.350619607619027,-21.75970341714268,-28.002029024761704,-4.781157142857087,-4.845771428571226,-10.615595238095066,-42.79329460761903,-31.821853417142677,-38.19907902476171,-26.223832142857088,-14.907921428571225,-20.812645238095065,-49.06391960761903,-39.520603417142674,-42.412829024761706,-32.49445714285709,-22.606671428571225,-25.026395238095063,,,,,,,,,,,,,,,,,,,,,,,,
766,CyclophilinD,ligand-2,3,,,,3,-15.17653578285735,-18.979018430476287,-31.863104251428453,-2.0779428571430785,-4.417366666666759,-13.718680952380872,-41.27571078285735,-34.330643430476286,-36.57500425142845,-28.17711785714308,-19.76899166666676,-18.430580952380872,-49.23133578285735,-38.69501843047629,-41.52000425142845,-36.13274285714308,-24.13336666666676,-23.375580952380872,,,,,,,,,,,,,,,,,,,,,,,,
767,CyclophilinD,ligand-2,3,,,,4,-10.931173238095049,-16.649950430476096,-24.232597961904965,5.9601000000001925,-0.1170809523808529,-7.788000000000199,-41.39739823809505,-34.1624504304761,-39.84039796190496,-24.50612499999981,-17.629580952380852,-23.3958000000002,-47.89677323809505,-37.844950430476096,-42.17539796190496,-31.00549999999981,-21.312080952380853,-25.7308000000002,,,,,,,,,,,,,,,,,,,,,,,,
768,CyclophilinD,ligand-2,3,,,,5,-22.22791462476197,-28.70447717333352,-30.372416815238232,-6.599914285714398,-12.166409523809747,-15.088861904762044,-37.870289624761966,-34.62542717333352,-35.82971681523823,-22.2422892857144,-18.087359523809745,-20.546161904762045,-46.78341462476197,-40.45167717333352,-39.57721681523823,-31.1554142857144,-23.913609523809747,-24.293661904762043,,,,,,,,,,,,,,,,,,,,,,,,
769,CyclophilinD,ligand-2,3,,,,6,10.168504868571477,-29.7026223580952,-19.52867143999989,21.87056666666673,-12.137666666666638,-8.873671428571292,-33.138245131428526,-32.8036223580952,-30.22269643999989,-21.436183333333275,-15.23866666666664,-19.56769642857129,-44.591995131428526,-38.3161223580952,-37.68707143999989,-32.889933333333275,-20.75116666666664,-27.03207142857129,,,,,,,,,,,,,,,,,,,,,,,,
770,CyclophilinD,ligand-2,3,,,,7,-26.436588624761875,-21.02010446857144,-30.793116319999957,-10.804519047618996,-3.157985714285754,-14.19962380952376,-41.41038862476188,-33.94197946857144,-37.46696631999996,-25.778319047619,-16.079860714285758,-20.87347380952376,-48.25788862476188,-38.65510446857144,-41.52071631999996,-32.625819047619,-20.79298571428576,-24.92722380952376,,,,,,,,,,,,,,,,,,,,,,,,
771,CyclophilinD,ligand-2,3,,,,8,10.621964647619158,18.63906452571405,-2.278957851428572,24.66580476190487,30.552490476190272,8.449752380952347,-31.16476035238084,-21.184160474285942,-38.40135785142857,-17.12092023809513,-9.27073452380973,-27.672647619047652,-45.99163535238084,-32.96353547428595,-46.201357851428575,-31.94779523809513,-21.05010952380973,-35.472647619047656,,,,,,,,,,,,,,,,,,,,,,,,
772,CyclophilinD,ligand-2,3,,,,9,-27.79289089523801,-24.81604171428584,-26.12922282285692,-12.714299999999897,-10.003919047619116,-9.549533333333056,-43.63041589523801,-32.39164171428584,-33.258422822856915,-28.55182499999989,-17.579519047619115,-16.678733333333057,-47.95729089523801,-37.90164171428584,-38.71842282285692,-32.878699999999895,-23.08951904761912,-22.138733333333057,,,,,,,,,,,,,,,,,,,,,,,,
773,CyclophilinD,ligand-2,3,,,,10,-35.3528049904762,-18.77566785142839,-23.8558388952383,-20.5859619047619,-2.795457142856957,-12.4938904761907,-46.3466299904762,-33.28759285142839,-34.3338388952383,-31.5797869047619,-17.30738214285696,-22.9718904761907,-48.5935049904762,-39.24946785142839,-41.7038388952383,-33.8266619047619,-23.26925714285696,-30.3418904761907,,,,,,,,,,,,,,,,,,,,,,,,
774,CyclophilinD,ligand-2,3,,,,11,-19.884813702857283,-28.996733622856866,-30.58231726857177,-4.262576190476338,-12.826533333333074,-15.976814285714626,-33.73186370285728,-34.369808622856866,-34.26481726857177,-18.109626190476337,-18.19960833333307,-19.65931428571463,-40.02061370285728,-38.82293362285687,-40.23981726857177,-24.398376190476338,-22.65273333333307,-25.634314285714627,,,,,,,,,,,,,,,,,,,,,,,,
775,CyclophilinD,ligand-2,3,,,,12,-10.8823955314285,-21.39056476571424,-22.92181011047656,1.1277380952381044,-9.996323809523751,-7.720195238095563,-32.914870531428505,-35.55136476571424,-35.168335110476555,-20.904736904761897,-24.15712380952375,-19.96672023809556,-38.2079955314285,-37.47636476571424,-42.78521011047656,-26.197861904761897,-26.08212380952375,-27.58359523809556,,,,,,,,,,,,,,,,,,,,,,,,
776,CyclophilinD,ligand-2,3,,,,13,-16.90719084571435,-24.23232440000003,-26.74480374476178,-1.651928571428634,-7.235942857142914,-11.736595238095134,-38.158915845714354,-37.28289940000003,-36.63120374476178,-22.90365357142863,-20.286517857142915,-21.622995238095136,-39.81829084571435,-39.42352440000003,-41.37870374476178,-24.563028571428635,-22.427142857142915,-26.37049523809513,,,,,,,,,,,,,,,,,,,,,,,,
777,CyclophilinD,ligand-2,3,,,,14,-23.760030990476256,-22.500933276190587,-23.674425592380967,-7.59928095238104,-9.131938095238176,-8.965523809523827,-36.38755599047626,-30.621033276190584,-33.47002559238097,-20.22680595238104,-17.252038095238174,-18.761123809523827,-41.48193099047626,-34.796033276190585,-40.94252559238097,-25.32118095238104,-21.42703809523817,-26.233623809523827,,,,,,,,,,,,,,,,,,,,,,,,
778,CyclophilinD,ligand-2,3,,,,15,-33.60941051809499,13.13523738285732,-30.59704403809521,-18.36709047619024,24.15950952380972,-16.640566666666636,-39.84463551809499,-28.032362617142685,-36.0830190380952,-24.60231547619024,-17.008090476190286,-22.12654166666664,-42.60651051809499,-34.16236261714268,-41.5336440380952,-27.36419047619024,-23.138090476190285,-27.57716666666664,,,,,,,,,,,,,,,,,,,,,,,,
779,CyclophilinD,ligand-2,3,,,,16,-18.90019174476209,-18.277814681904506,-29.07498162666668,-5.473952380952522,-4.092357142856837,-15.521495238095184,-37.87891674476209,-32.184114681904504,-40.06578162666668,-24.45267738095252,-17.99865714285684,-26.512295238095184,-42.333291744762086,-37.1541146819045,-42.98328162666668,-28.90705238095252,-22.96865714285684,-29.429795238095185,,,,,,,,,,,,,,,,,,,,,,,,
